artist,track,album_name,album_type,album_date,album_tracks,album_pic,genres,alphaname,pos
Franco Battiato,Il Mito Dell'Amore - 2008 Remaster,Fisiognomica (2008 Remastered Edition),Album,1988,Fisiognomica - 2008 Remaster (04:32)/E Ti Vengo A Cercare - Remastered 2008 (03:52)/Veni L'Autunnu - 2008 Remaster (03:27)/Secondo Imbrunire - 2008 Remaster (03:17)/Nomadi - Remastered (04:25)/Zai Saman - 2008 Remaster (03:52)/Il Mito Dell'Amore - 2008 Remaster (03:28)/L'Oceano Di Silenzio - 2008 Remaster (04:20,https://i.scdn.co/image/ab67616d00001e025b3665e0b6e6b41fa6044c75,Italian Singer-songwriter/Singer-songwriter,"Battiato, Franco",227.0
King Crimson,Exiles,Larks' Tongues In Aspic (Expanded & Remastered Original Album Mix),Album,1973-03-23,Larks' Tongues In Aspic (Part I) (13:35)/Book Of Saturday (02:55)/Exiles (07:41)/Easy Money (07:54)/The Talking Drum (07:24)/Larks' Tongues In Aspic (Part II) (07:19)/Recording Session Extract (Part 1) [Bonus Track] (10:35)/Recording Session Extract (Part 2) [Bonus Track] (10:25,https://i.scdn.co/image/ab67616d00001e02aa9e5286056e17ff3d9b2881,Progressive Rock/Art Rock/Symphonic Rock/Psychedelic Rock,King Crimson,66.0
Porcupine Tree,Sever,Signify (Remaster),Album,1996-06-01,"Bornlivedie (01:45)/Signify (03:25)/The Sleep of No Dreaming (05:26)/Pagan (01:33)/Waiting Phase One (04:24)/Waiting Phase Two (06:15)/Sever (05:31)/Idiot Prayer (07:36)/Every Home Is Wired (05:09)/Intermediate Jesus (07:31)/""Light Mass Prayers"" (04:28)/Dark Matter (08:51",https://i.scdn.co/image/ab67616d00001e02733c6e1cfc427dcc957a5771,Progressive Rock/Progressive Metal/Art Rock/Space Rock,Porcupine Tree,135.0
Franco Battiato,I treni di Tozeur,Torneremo Ancora,Album,2019-10-18,Torneremo ancora (03:37)/Come un cammello in una grondaia (03:26)/Le sacre sinfonie del tempo (03:41)/Lode all'inviolato (03:07)/L'animale (03:05)/Tiepido aprile (03:14)/Povera patria (03:53)/Te lo leggo negli occhi (03:05)/Perduto amor (02:28)/Prospettiva Nevsky (03:22)/La cura (04:04)/I treni di Tozeur (02:59)/E ti vengo a cercare (03:48)/Le nostre anime (04:06)/L'era del cinghiale bianco - Live (03:26,https://i.scdn.co/image/ab67616d00001e02f9d0ea5a63d6a1403dd13706,Italian Singer-songwriter/Singer-songwriter,"Battiato, Franco",288.0
Jefferson Airplane,Embryonic Journey,Surrealistic Pillow,Album,1967,She Has Funny Cars (03:08)/Somebody to Love (02:54)/My Best Friend (02:59)/Today (02:57)/Comin' Back to Me (05:15)/3/5 of a Mile in 10 Seconds (03:40)/D. C. B. A.-25 (02:35)/How Do You Feel (03:28)/Embryonic Journey (01:52)/White Rabbit (02:30)/Plastic Fantastic Lover (02:33)/In The Morning (06:20)/J. P. P. Mc Step B. Blues (02:36)/Go To Her (04:01)/Come Back Baby (02:55)/Somebody to Love - Mono Single Version (02:58)/White Rabbit - Mono Single Version (05:20,https://i.scdn.co/image/ab67616d00001e022dac7a01676ddb36c1d0ec05,Psychedelic Rock/Acid Rock,Jefferson Airplane,198.0
Frank Zappa,Dirty Love,Over-Nite Sensation,Album,1973-09-07,Camarillo Brillo (03:59)/I'm The Slime (03:34)/Dirty Love (02:58)/Fifty-Fifty (06:10)/Zomby Woof (05:10)/Dinah-Moe Humm (06:03)/Montana (06:38,https://i.scdn.co/image/ab67616d00001e0233cbb9723360ae61e33ec302,Progressive Rock/Art Rock/Jazz Fusion/Psychedelic Rock/Avant-garde/Experimental/Symphonic Rock,"Zappa, Frank",47.0
Magma,Rind-e - Remastered,Attahk (Remastered),Album,1978-05-02,The Last Seven Minutes - Remastered (07:33)/Spiritual - Remastered (03:15)/Rind-e - Remastered (03:05)/Liriïk nëcronomicus kanht - Remastered (05:04)/Maahnt - Remastered (05:29)/Dondaï - Remastered (08:00)/Nono - Remastered (06:22,https://i.scdn.co/image/ab67616d00001e02d68710cbd92ddd437c8094a2,Progressive Rock/Krautrock/Art Rock/Avant-garde/Jazz Fusion,Magma,75.0
Joachim Kühn,A Live Experience,Kalimba,Album,2007-04-27,A Live Experience (06:02)/Hamdouchi (05:56)/Good Mood (08:55)/Kalimba Call (04:49)/Youmala (06:18)/Rabih's Delight (04:48)/Dahin (04:18)/Sabbatique (10:17)/Dounia (03:02)/White Widow (08:18,https://i.scdn.co/image/ab67616d00001e0228e61f9678741392400bf695,Gnawa/Free Jazz/Jazz/Krautrock,"Kühn, Joachim",0.0
Ozric Tentacles,Bizarre Bazaar,Strangeitude,Album,1991,White Rhino Tea (05:55)/Sploosh! (06:26)/Saucers (07:32)/Strangeitude (07:31)/Bizarre Bazaar (04:06)/Space Between Your Ears (07:47)/Live Throbbe (07:16)/Weirditude (05:13,https://i.scdn.co/image/ab67616d00001e02dc9eb8f91f2fedc1d0baacde,Space Rock/Progressive Rock/Psychedelic Rock/Krautrock/Acid Rock,Ozric Tentacles,78.0
Arti & Mestieri,"Consapevolezza, Pt. 2",Giro di valzer per domani,Album,1975,"Valzer per domani (02:16)/Mirafiori (05:59)/Saper sentire (04:32)/Nove luna prima (00:53)/Mescal (05:15)/Mescalero (01:12)/Nove lune dopo (02:38)/Dimensione terra (01:33)/Aria pesante (03:55)/Consapevolezza, Pt. 1 (03:24)/Sagra (03:05)/Consapevolezza, Pt. 2 (01:13)/Rinuncia (02:53)/Marilyn (02:44)/Terminal (02:21",https://i.scdn.co/image/ab67616d00001e02a36a08912d141d4dfae765bd,Progressive Rock/Jazz Fusion/Krautrock/Art Rock,Arti & Mestieri,236.0
Grateful Dead,"Bertha - Live at Fillmore East, New York, NY, April 27, 1971",Grateful Dead (Skull & Roses) [Live],Album,1971-10-31,"Bertha - Live at Fillmore East, New York, NY, April 27, 1971 (05:40)/Mama Tried - Live at Fillmore East, New York, NY, April 26, 1971 (02:42)/Big Railroad Blues - Live at Manhattan Center, New York, NY, April 5, 1971 (03:33)/Playing in the Band - Live at Manhattan Center, New York, NY, April 6, 1971 (04:38)/The Other One - Live at Fillmore East, New York, NY, April 28, 1971 (18:03)/Me & My Uncle - Live at Fillmore East, New York, NY, April 29, 1971 (03:02)/Big Boss Man - Live at Fillmore East, New Yor, NY, April 26, 1971 (05:11)/Me & Bobby McGee - Live at Fillmore East, New York, NY, April 27, 1971 (05:42)/Johnny B. Goode - Live at Winterland, San Francisco, CA, March 24, 1971 (03:41)/Wharf Rat - Live at Fillmore East, New York, NY, April 26, 1971 (08:31)/Not Fade Away / Goin' down the Road Feeling Bad - Live at Manhattan Center, New York, NY, April 5, 1971 (09:12",https://i.scdn.co/image/ab67616d00001e02c4cf64a0a994a12834f964ae,Psychedelic Rock/Acid Rock,Grateful Dead,0.0
Bob Dylan,Girl from the North Country,Nashville Skyline,Album,1969-04-09,"Girl from the North Country (03:40)/Nashville Skyline Rag (03:11)/To Be Alone with You (02:07)/I Threw It All Away (02:23)/Peggy Day (01:59)/Lay, Lady, Lay (03:17)/One More Night (02:20)/Tell Me That It Isn't True (02:40)/Country Pie (01:35)/Tonight I'll Be Staying Here with You (03:21",https://i.scdn.co/image/ab67616d00001e0222debe1325cc21c9bb0c0b07,Folk Rock/Folk/Singer-songwriter/Roots Rock/Country Rock,"Dylan, Bob",0.0
Gustav Holst,"The Planets, Op. 32: I. Mars, the Bringer of War",Holst: The Planets,Album,1981-01-01,"The Planets, Op. 32: I. Mars, the Bringer of War (07:21)/The Planets, Op. 32: II. Venus, the Bringer of Peace (08:37)/The Planets, Op. 32: III. Mercury, the Winged Messenger (04:16)/The Planets, Op. 32: IV. Jupiter, the Bringer of Jollity (07:36)/The Planets, Op. 32: V. Saturn, the Bringer of Old Age (09:22)/The Planets, Op. 32: VI. Uranus, the Magician (06:03)/The Planets, Op. 32: VII. Neptune, the Mystic (08:47",https://i.scdn.co/image/ab67616d00001e024c43a2f36c0aec708ba024d5,Classical/Orchestra,"Holst, Gustav",0.0
Premiata Forneria Marconi,Se fossi cosa,Passpartù,Album,1978,Viene Il Santo (04:35)/Svita La Vita (03:26)/Se fossi cosa (04:42)/Le trame blu (04:53)/Passpartù (04:52)/I cavalieri del tavolo cubico (05:22)/Su Una Mosca E Sui Dolci (04:53)/Fantalita' (04:11,https://i.scdn.co/image/ab67616d00001e02b9e7911a0ae0169cee92033b,Progressive Rock/Italian Singer-songwriter/Symphonic Rock/Art Rock,Premiata Forneria Marconi,45.0
Ozric Tentacles,Spirals In Hyperspace,Spirals in Hyperspace,Album,2004,Chewier (05:27)/Spirals In Hyperspace (09:51)/Slinky (08:39)/Toka Tola (07:46)/Plasmoid (05:17)/Oakum (09:03)/Akasha (07:27)/Psychic Chasm (08:44)/Zoemetra (07:23)/Chewier - Eat Static Remix (08:48,https://i.scdn.co/image/ab67616d00001e027c3269f11e8cceb84c0e1718,Space Rock/Progressive Rock/Psychedelic Rock/Krautrock/Acid Rock,Ozric Tentacles,16.0
Donovan,Get Thy Bearings,The Hurdy Gurdy Man,Album,1968-10,Hurdy Gurdy Man (03:13)/Peregrine (03:33)/The Entertaining Of A Shy Girl (01:39)/As I Recall It (02:06)/Get Thy Bearings (02:46)/Hi It's Been A Long Time (02:31)/West Indian Lady (02:14)/Jennifer Juniper (02:40)/The River Song (02:14)/Tangier (04:09)/A Sunny Day (01:51)/The Sun Is A Very Magic Fellow (02:41)/Teas (02:28,https://i.scdn.co/image/ab67616d00001e02eb7263ecabf3ff77a5384ded,Folk Rock/Psychedelic Rock,Donovan,104.0
Porcupine Tree,How Is Your Life Today?,Lightbulb Sun,Album,2000-05-01,Lightbulb Sun (05:31)/How Is Your Life Today? (02:46)/Four Chords That Made A Million (03:36)/Shesmovedon (05:14)/Last Chance To Evacuate Planet Earth Before It Is Recycled (04:49)/The Rest Will Flow (03:18)/Hatesong (08:30)/Where We Would Be (04:13)/Russia On Ice (13:05)/Feel So Low (05:22,https://i.scdn.co/image/ab67616d00001e02ca4668680e974f60d1df89da,Progressive Rock/Progressive Metal/Art Rock/Space Rock,Porcupine Tree,22.0
Frank Zappa,The Black Page #1 - Piano Version,Zappa Original Motion Picture Soundtrack,Compilation,2020-11-27,"Anyway The Wind Blows (02:54)/You're Probably Wondering Why I'm Here (03:38)/Everytime I See You (02:30)/Motherly Love (02:42)/Memories Of El Monte - Live At Whisky a Go Go/1968 (04:12)/Oh! In The Sky - Live At Whisky a Go-Go, Los Angeles, 1968 (01:56)/The Duke - Take 1 - Live At Whisky a Go Go/1968 (06:30)/How Could I Be Such A Fool? (01:48)/""The Reason We Have Stayed Together"" (01:15)/Black Beauty (05:22)/Absolutely Free (03:24)/You Didn't Try To Call Me - Basic Tracks (02:56)/Agency Man - Studio Version (03:27)/Oh No (01:45)/Mother People (02:32)/Stravinsky: The Firebird Suite: Finale (03:12)/FZ On Varèse (03:08)/Varèse: Ionisation (05:47)/The Captains Fat Theresa Shoes (01:53)/No Longer Umpire (01:58)/Road Ladies (04:10)/Call Any Vegetable Excerpts - Live At Fillmore West, November 6, 1970 (04:24)/Happy Together - Live At Fillmore West, 1970 (01:04)/Scumbag - Live At Fillmore East, June 1971 (05:48)/Your Mouth (03:11)/Cheepnis - Live At The Roxy, Los Angeles, 12/10/73 / Show 1 (03:18)/Apostrophe' - Live In Los Angeles, Rehearsal Hall, June 21, 1974 (06:08)/Muffin Man - Live At The Palladium, Halloween 1977 (04:34)/Dancin’ Fool - Live On Saturday Night Live, October 21, 1978 (03:49)/Mo's Vacation - Live In Munich, Germany, August 31, 1978 (04:02)/The Black Page #1 - Piano Version (02:12)/Sofa - 1977 Mix (02:56)/Fembot In A Wet T-Shirt (04:43)/Valley Girl (04:50)/The Meek Shall Inherit Nothing - Live At The Pier, NYC, 1984 (03:06)/H.R. 2911 (03:33)/G-Spot Tornado (05:17)/Frank's Library (01:22)/Edgewood Arsenal (01:01)/Frank’s Parents (00:30)/The Blackouts (00:28)/Greeting Cards (00:38)/Studio Z (01:41)/Frank Goes To Jail (01:07)/Musically Difficult (01:58)/The Parts Are Complicated (00:42)/Murray Roman's TV Show (01:08)/Frank Put His Foot Down (02:34)/Laurel Canyon (00:31)/The Manson Family (00:46",https://i.scdn.co/image/ab67616d00001e0248fd41fb7d37cc289f3e2066,Progressive Rock/Art Rock/Jazz Fusion/Psychedelic Rock/Avant-garde/Experimental/Symphonic Rock,"Zappa, Frank",1270.0
Pino Daniele,Libertà - 2000 Digital Remaster,Collezione Italiana,Album,2006-01-01,Quanno Chiove (04:36)/'Na Tazzulella 'E Cafè (03:23)/Je So' Pazzo (03:00)/A Me Me Piace 'O Blues (03:03)/Napule È (03:49)/Terra Mia (02:08)/Che Calore (02:57)/Cammina Cammina (02:49)/Chi Po Dicere (01:28)/Jè Sto' Vicino A Te (03:44)/Basta 'Na Jurnata E Sole (03:36)/Ue Man! (04:45)/Viento - 1995 Digital Remaster (01:37)/...E Cerca 'E Me Capi' - 1995 Digital Remaster (02:30)/I Say I' Sto Ccà (04:10)/Musica Musica (02:50)/Puozze Passa' Nu Guaio (03:07)/Voglio Di Più - 1995 Digital Remaster (04:00)/E So' Cuntento 'E Sta' - 1995 Digital Remaster (04:29)/Nun Me Scoccià (03:36)/Alleria (03:13)/Il Mare (03:42)/Libertà - 2000 Digital Remaster (03:48)/Fortunato - 2000 Digital Remaster (02:58)/A Testa In Giù (03:43)/Chi Tene 'O Mare - 1995 Digital Remaster (02:39)/Maronna Mia (02:51)/Ce Sta Chi Ce Penza - 2000 Digital Remaster (03:25)/Chillo È Nu Buono Guaglione (02:48)/Putesse Essere Allero (03:41)/Appocundria - 1995 Remaster (01:34,https://i.scdn.co/image/ab67616d00001e020b6c95207184ace5edd5f139,Italian Singer-songwriter/Canzone Napoletana/Singer-songwriter/Neomelodico,"Daniele, Pino",610.0
Porcupine Tree,Trains - 2017 Remaster,In Absentia (Remastered),Album,2002-09-24,Blackest Eyes - 2017 Remaster (04:24)/Trains - 2017 Remaster (06:00)/Lips Of Ashes - 2017 Remaster (04:42)/The Sound Of Muzak - 2017 Remaster (04:59)/Gravity Eyelids - 2017 Remaster (08:00)/Wedding Nails - 2017 Remaster (06:33)/Prodigal - 2017 Remaster (05:36)/.3 - 2017 Remaster (05:26)/The Creator Has A Mastertape - 2017 Remaster (05:20)/Heartattack In A Layby - 2017 Remaster (04:33)/Strip The Soul - 2017 Remaster (07:17)/Collapse The Light Into Earth - 2017 Remaster (05:47,https://i.scdn.co/image/ab67616d00001e02761a7d6160c29cbc813893de,Progressive Rock/Progressive Metal/Art Rock/Space Rock,Porcupine Tree,38.0
Béla Fleck and the Flecktones,Sea Brazil,Bela Fleck and the Flecktones,Album,1990,Sea Brazil (03:43)/Frontiers (06:08)/Hurricane Camille (02:38)/Half Moon Bay (05:09)/The Sinister Minister (04:36)/Sunset Road (05:01)/Flipper (04:21)/Mars Needs Women: Space Is a Lonely Place (05:01)/Mars Needs Women: They're Here (03:30)/Reflections of Lucy (03:38)/Tell It to the Gov'Nor (04:05,https://i.scdn.co/image/ab67616d00001e023ddcb5cc3ea8722358859ddd,Newgrass/Bluegrass/Jam Band/Jazz Fusion,Bela Fleck and the Flecktones,0.0
Leo Kottke,Vaseline Machine Gun,Standing In My Shoes,Album,1997,"Standing In My Shoes (03:59)/World Turning (03:58)/Dead End (04:15)/Vaseline Machine Gun (03:09)/Corinna, Corinna (04:19)/Realm (03:07)/Cripple Creek (03:06)/Twice (03:31)/Across The Street (03:13)/Don't Call Me Ray (03:17)/Itchy (02:51",https://i.scdn.co/image/ab67616d00001e02935a171d3cf0697f5577c932,,"Kottke, Leo",68.0
RENAISSANCE,On The Frontier,Ashes Are Burning,Album,1973-01-01,Can You Understand (09:52)/Let It Grow (04:17)/On The Frontier (04:57)/Carpet Of The Sun (03:32)/At The Harbour (06:48)/Ashes Are Burning (11:21,https://i.scdn.co/image/ab67616d00001e02093baf59cd868ea3f06217fd,Progressive Rock/Art Rock,Renaissance,47.0
Liquid Tension Experiment,Chris & Kevin's Amazing Odyssey,LTE3 (Deluxe Edition),Album,2021-04-16,Hypersonic (08:21)/Beating the Odds (06:08)/Liquid Evolution (03:22)/The Passage of Time (07:33)/Chris & Kevin's Amazing Odyssey (05:04)/Rhapsody in Blue (13:16)/Shades of Hope (04:41)/Key to the Imagination (13:14)/Blink of an Eye (10:28)/Solid Resolution Theory (10:01)/View from the Mountaintop (05:23)/Your Beard Is Good (14:30)/Ya Mon (15:23,https://i.scdn.co/image/ab67616d00001e02df296a647d603d4723366010,Progressive Metal/Progressive Rock/Djent,Liquid Tension Experiment,97.0
Pink Floyd,On the Highway - Zabriskie Point Remix,1970 Devi/ation,Compilation,2016-11-09,"Atom Heart Mother - Live in Montreux, 21 November 1970 (17:58)/Embryo - Live BBC Radio Session, 16 July 1970 (11:09)/Fat Old Sun - Live BBC Radio Session, 16 July 1970 (05:52)/Green is the Colour - Live BBC Radio Session, 16 July 1970 (03:26)/Careful with That Axe, Eugene - Live BBC Radio Session, 16 July 1970 (08:25)/If - Live BBC Radio Session, 16 July 1970 (05:46)/Atom Heart Mother - Live BBC Radio Session, 16 July 1970 (25:30)/On the Highway - Zabriskie Point Remix (01:16)/Auto Scene Version 2 - Zabriskie Point Remix (01:13)/Auto Scene Version 3 - Zabriskie Point Remix (01:32)/Aeroplane - Zabriskie Point Remix (02:17)/Explosion - Zabriskie Point Remix (05:47)/The Riot Scene - Zabriskie Point Remix (01:39)/Looking at Map - Zabriskie Point Remix (01:56)/Love Scene Version 7 - Zabriskie Point Remix (05:03)/Love Scene Version 1 - Zabriskie Point Remix (03:26)/Take Off - Zabriskie Point Remix (01:20)/Take Off Version 2 - Zabriskie Point Remix (01:07)/Love Scene Version 2 - Zabriskie Point Remix (01:55)/Love Scene (Take 1) - Zabriskie Point (02:16)/Unknown Song (Take 1) - Zabriskie Point (05:56)/Love Scene (Take 2) - Zabriskie Point (06:40)/Crumbling Land (Take 1) - Zabriskie Point (04:08)/Atom Heart Mother - Early Studio Version (19:26",https://i.scdn.co/image/ab67616d00001e02cc5c435464ec1b2834732f09,Progressive Rock/Psychedelic Rock/Classic Rock/Symphonic Rock/Art Rock/Rock,Pink Floyd,435.0
Grateful Dead,"Estimated Prophet - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",Cornell 5/8/77 (Live),Album,2017-05-05,"New Minglewood Blues - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77 (05:34)/Loser - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77 (07:58)/El Paso - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77 (04:50)/They Love Each Other - Live at Barton Hall, Cornell University, Ithaca, NY, 5/8/77 (07:29)/Jack Straw - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77 (06:29)/Deal - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77 (06:10)/Lazy Lightning - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77 (03:25)/Supplication - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77 (04:47)/Brown-Eyed Women - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77 (05:48)/Mama Tried - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77 (03:11)/Row Jimmy - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77 (11:14)/Dancing in the Street - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77 (16:31)/Scarlet Begonias - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77 (11:15)/Fire on the Mountain - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77 (15:40)/Estimated Prophet - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77 (08:48)/St. Stephen - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77 (05:02)/Not Fade Away - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77 (16:20)/St. Stephen - II; Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77 (01:54)/Morning Dew - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77 (14:17)/One More Saturday Night - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77 (05:10",https://i.scdn.co/image/ab67616d00001e0275fcab3be9f5833d23e211f0,Psychedelic Rock/Acid Rock,Grateful Dead,1165.0
Epica,Ascension - Dream State Armageddon,The Holographic Principle,Album,2016-09-30,"Eidola (02:39)/Edge of the Blade (04:34)/A Phantasmic Parade (04:36)/Universal Death Squad (06:38)/Divide and Conquer (07:48)/Beyond the Matrix (06:26)/Once Upon a Nightmare (07:08)/The Cosmic Algorithm (04:54)/Ascension - Dream State Armageddon (05:16)/Dancing in a Hurricane (05:26)/Tear Down Your Walls (05:03)/The Holographic Principle - A Profound Understanding of Reality (11:35)/Beyond the Good, the Bad and the Ugly (04:29)/Dancing in a Gypsy Camp (04:28)/Immortal Melancholy - Acoustic Version (03:13)/The Funky Algorithm (03:30)/Universal Love Squad (03:45",https://i.scdn.co/image/ab67616d00001e02ed61b35b8be8a4c8f9f7cd1e,Symphonic Metal/Gothic Metal/Power Metal/Metal/Folk Metal/Gothic Rock,Epica,211.0
King Crimson,Pictures Of A City,In The Wake Of Poseidon,Album,1970-05-15,Peace - A Beginning (00:50)/Pictures Of A City (08:01)/Cadence and Cascade (04:37)/In The Wake Of Poseidon (07:56)/Peace - A Theme (01:15)/Cat Food (04:53)/The Devils Triangle (11:37)/Peace - An End (01:56)/Cat Food (single version) (02:47)/Groon (single B-side) (03:35)/Cadence And Cascade (Greg Lake guide vocal) (04:33,https://i.scdn.co/image/ab67616d00001e02df0ca9c1749f68f803f9f42b,Progressive Rock/Art Rock/Symphonic Rock/Psychedelic Rock,King Crimson,28.0
The Who,Sparks,Tommy,Album,1969-05-23,Overture (05:20)/It's A Boy (00:38)/1921 (02:49)/Amazing Journey (05:04)/Sparks (02:05)/Eyesight To The Blind (The Hawker) (02:15)/Christmas (04:34)/Cousin Kevin (04:06)/The Acid Queen (03:34)/Underture (10:04)/Do You Think It's Alright? (00:24)/Fiddle About (01:31)/Pinball Wizard (03:00)/There's A Doctor (00:23)/Go To The Mirror! (03:47)/Tommy Can You Hear Me? (01:35)/Smash The Mirror (01:34)/Sensation (02:26)/Miracle Cure (00:12)/Sally Simpson (04:10)/I'm Free (02:39)/Welcome (04:32)/Tommy's Holiday Camp (00:57)/We're Not Gonna Take It (07:06,https://i.scdn.co/image/ab67616d00001e0274ecb94bc3e5d851a39a0334,Classic Rock/Rock,"Who, The",73.0
